刪除該品項點差，將會導致用戶交易的點差回到預設點差，可能會影響您的利潤。\n\n確定要刪除點差嗎？,,"Deleting the spread of this item will cause the spread of the transaction to return to the default spread, which may affect your profits. \n\n Are you sure you want to delete the spread?",,การลบสเปรดของรายการนี้จะทำให้สเปรดของธุรกรรมกลับไปเป็นสเปรดเริ่มต้น ซึ่งอาจส่งผลต่อผลกำไรของคุณ \n\n คุณแน่ใจหรือไม่ว่าต้องการลบสเปรด,,,,,,,,,"Xóa chênh lệch giá của sản phẩm này, sẽ khiến cho chênh lệch giá của giao dịch người sử dụng trở về giá chênh lệch mặc định, có thể ảnh hưởng đến lợi nhuận của bạn.\n\n Có chắc chắn muốn xóa giá chênh lệch không?",,,"agentUsersDetail.descriptionPopup.contentText,agentTransactionSettingList.descriptionPopup.contentText,editAgentReferralCode.descriptionPopup.contentText"
規費,,Fee,,ค่าธรรมเนียม,,,,,,,,,Lệ phí,,,"agentUsersDetail.feesTitle,agentProfitSharing.feesTitle,agentUserProfitSharingForm.filterPopup.feesTitle,agentUserProfitSharingFormList.headerFees,agentOverview.feesTitle,agentProfitList.typesFees,agentCondition.FeesTitle"
交易利潤,,Trading Profit,,กำไรจากการซื้อขาย,,,,,,,,,Lợi nhuận giao dịch,,,"agentUsersDetail.transactionProfitTitle,agentProfitSharing.transactionProfitTitle,agentUserProfitSharingForm.filterPopup.transactionProfitTitle,agentUserProfitSharingFormList.headerTransactionProfit,agentOverview.transactionProfitTitle,agentProfitList.typesTransactionProfit"
其他利潤,,Other Profit,,กำไรอื่นๆ,,,,,,,,,Lợi nhuận khác,,,"agentUsersDetail.otherProfitsTitle,agentProfitSharing.otherProfitsTitle,agentOverview.otherProfitsTitle,agentProfitList.typesOtherProfits"
總利潤,,Total Profit,,กำไรรวม,,,,,,,,,Tổng lợi nhuận,,,"agentUsersDetail.totalProfitTitle,agentProfitSharing.totalProfitTitle"
刪除成功,,Deleted successfully,,ลบเรียบร้อยแล้ว,,,,,,,,,Xóa thành công,,,"agentUsersDetail.deleteSuccess,agentReferralCodeSearch.deleteSuccess,editAgentReferralCode.deleteSuccess,agentTransactionSettingSearch.deleteSuccess,agentTransactionSetting.deleteSuccess,agentReferralCode.deleteSuccess"
刪除失敗,,Deletion failed,,การลบล้มเหลว,,,,,,,,,Xóa không thành công,,,"agentUsersDetail.deleteFailed,agentReferralCodeSearch.deleteFailed,agentTransactionSettingSearch.deleteFailed,agentTransactionSetting.deleteFailed,agentReferralCode.deleteFailed"
點差及手續費,,Spread and Handling Fee,,ค่าธรรมเนียมสเปรดและการจัดการ,,,,,,,,,Giá chênh lệch và phí thực hiện,,,"agentUsersDetail.distributionHandlingFeeTitle,agentReferralCodeList.distributionHandlingFeeTitle,editAgentReferralCode.distributionHandlingFeeTitle"
修改成功,,Modified successfully ,,แก้ไขเรียบร้อยแล้ว,,,,,,,,,Sửa đổi thành công,,,"agentUsersDetail.editSuccess,editAgentReferralCode.editSuccess,agentTransactionSettingSearch.editSuccess,agentTransactionSetting.editSuccess,positionModify.modifySuccess,chartBollSetting.modifySuccess,chartKdjSetting.modifySuccess,chartMacdSetting.modifySuccess,chartMaSetting.modifySuccess,chartRsiSetting.modifySuccess,chartWrSetting.modifySuccess,chartTypeSetting.modifySuccess,orderModify.modifySuccess"
新增,,Add,,เพิ่ม,,,,,,,,,Thêm mới,,,"agentUsersDetail.addButton,editAgentReferralCode.addButton"
修改失敗,,Modification failed,,การแก้ไขล้มเหลว,,,,,,,,,Sửa đổi không thành công,,,"agentUsersDetail.editFailed,agentTransactionSettingSearch.editFailed,agentTransactionSetting.editFailed,chartBollSetting.modifyFail,chartKdjSetting.modifyFail,chartMacdSetting.modifyFail,chartMaSetting.modifyFail,chartRsiSetting.modifyFail,chartWrSetting.modifyFail,chartTypeSetting.modifyFail"
查無資料,,No information found,,ไม่พบข้อมูล,,,,,,,,,Không có thông tin,,,"agentUsersDetail.emptyTip,agentUserPaymentHistory.emptyTip,agentConditionFuturesList.emptyTip,agentPaymentDetail.emptyTip,agentTransactionSettingSearch.emptyTip,agentFundingDetailsSearch.emptyTip,agentCondition.emptyTip,agentTransactionSetting.emptyTip,agentReferralCodeUsers.emptyTip,countryCode.emptyTip"
利潤,,Profit,,กำไร,,,,,,,,,Lợi nhuận,,,agentUsersDetail.profitTitle
交易概況,,Transaction Overview,,ภาพรวมธุรกรรม,,,,,,,,,Tình hình giao dịch,,,agentUsersDetail.tradingOverviewTitle
利潤損失,,Loss,,กำไรขาดทุน,,,,,,,,,Tổn thất lợi nhuận,,,agentUsersDetail.profitLossTitle
總保證金,,Total Margin,,มาร์จิ้นรวม,,,,,,,,,Tổng tiền bảo lãnh,,,agentUsersDetail.totalMargin
股權,,Equity,,ทุน,,,,,,,,,Vốn chủ sở hữu,,,agentUsersDetail.equity
總維持保證金,,Total Maintenance Margin,,หลักประกันรักษาสภาพรวม,,,,,,,,,Tổng tiền bảo lãnh được duy trì,,,agentUsersDetail.totalMaintenanceMargin
交易明細,,Transaction Details,,รายละเอียดการทำซื้อขาย,,,,,,,,,Hóa đơn giao dịch,,,agentUsersDetail.transactionDetailsButton
清除,,Clear,,ชัดเจน,,,,,,,,,Thanh trừ,,,"agentUserPaymentHistory.filterPopup.cleanButton,paymentHistory.filterPopup.clearButton,agentFundingDetails.filterPopup.cleanButton,agentProfitSharing.filterPopup.cleanButton,agentUser.filterPopup.cleanButton,agentUserProfitSharingForm.filterPopup.cleanButton"
篩選,,Filter,,กรอง,,,,,,,,,Sàng lọc,,,"agentUserPaymentHistory.filterPopup.filterButton,paymentHistory.filterPopup.filterButton,agentFundingDetails.filterPopup.filterButton,agentProfitSharing.filterPopup.filterButton,agentUser.filterPopup.filterButton,agentUserProfitSharingForm.filterPopup.filterButton,agentTransactionSetting.filterTitle"
請選擇日期,,Please select a date.,,กรุณาเลือกวันที่,,,,,,,,,Vui lòng chọn ngày tháng,,,"agentUserPaymentHistory.filterPopup.dateButtonHint,paymentHistory.filterPopup.applyTimeHint,agentFundingDetails.filterPopup.dateButtonHint,agentProfitSharing.dateButtonHint,agentUser.filterPopup.selectDateButton,agentUserProfitSharingForm.dateHint,agentOverview.dateHint"
請選擇類型,,Please select a type.,,กรุณาเลือกประเภท,,,,,,,,,Vui lòng chọn loại hình,,,"agentUserPaymentHistory.filterPopup.typesButtonHint,paymentHistory.filterPopup.directionHint,agentProfitSharing.typesButtonHint,agentReferralCodeUsers.typesButtonHint"
出入金紀錄篩選,,Deposit and Withdrawal Records Filtering,,กรองประวัติการฝากถอน,,,,,,,,,Sàng lọc ghi chép xuất nhập tiền,,,"agentUserPaymentHistory.filterPopup.popupTitle,paymentHistory.filterPopup.popupTitle"
申請日期,,Application Date,,วันที่ทำการยื่นขอ,,,,,,,,,Ngày đăng ký,,,agentUserPaymentHistory.filterPopup.dateTitle
出入金類型,,Deposit and Withdrawal Type,,ประเภทการฝากถอน,,,,,,,,,Loại hình xuất nhập tiền,,,"agentUserPaymentHistory.filterPopup.typesTitle,paymentHistory.filterPopup.directionTitle"
出入金方式,,Deposit and Withdrawal Method,,วิธีการฝากถอน,,,,,,,,,Phương thức xuất nhập tiền,,,"agentUserPaymentHistory.filterPopup.methodTitle,paymentHistory.filterPopup.categoryTitle"
請選擇出入金方式,,Please select a method to deposit and withdraw funds.,,โปรดเลือกวิธีการฝากถอนเงิน,,,,,,,,,Vui lòng chọn phương thức xuất nhập tiền,,,"agentUserPaymentHistory.filterPopup.methodButtonHint,paymentHistory.filterPopup.categoryHint"
狀態,,Status,,สถานะ,,,,,,,,,Trạng thái,,,"agentUserPaymentHistory.filterPopup.statusTitle,paymentHistory.filterPopup.statusTitle"
請選擇狀態,,Please select a status.,,โปรดเลือกสถานะ,,,,,,,,,Vui lòng chọn trạng thái,,,"agentUserPaymentHistory.filterPopup.statusButtonHint,paymentHistory.filterPopup.statusHint"
金額,,Amount,,จำนวนเงิน,,,,,,,,,Số tiền,,,"agentUserPaymentHistory.filterPopup.amountTitle,paymentHistory.filterPopup.amountTitle"
出入金詳情,,Deposit and Withdrawal Details,,รายละเอียดการฝากถอน,,,,,,,,,Chi tiết xuất nhập tiền,,,"agentUserPaymentHistory.depositWithdrawalDetailsTitle,paymentHistory.paymentDetail,agentPaymentDetail.depositWithdrawalDetailsTitle"
入金總額,,Total Deposit,,ยอดเงินฝาก,,,,,,,,,Tổng số nhập tiền,,,"agentUserPaymentHistory.totalDeposit,paymentHistory.paymentTotal,agentPaymentDetail.depositTotal"
出金總額,,Total Withdrawal,,ยอดถอนทั้งหมด,,,,,,,,,Tổng số xuất tiền,,,"agentUserPaymentHistory.totalWithdrawal,paymentHistory.withdrawTotal"
方式,,Method,,วิธี,,,,,,,,,Phương thức,,,"paymentHistory.method,agentUserPaymentHistoryList.methodTitle,withdrawCategory.method"
類型,,Type,,ประเภท,,,,,,,,,Loại hình,,,"paymentHistory.type,agentUserPaymentHistoryList.typesTitle,futuresTransaction.marketOrderPopup.type,futuresTransaction.limitOrderPopup.type,agentProfitSharing.typesTitle,withdrawCategory.type"
日期,,Date,,วันที่,,,,,,,,,Ngày tháng,,,"paymentHistory.dateTitle,agentUserPaymentHistoryList.dateTitle,agentProfitSharing.dateTitle,agentUserProfitSharingForm.dateTitle,agentOverview.dateTitle,withdrawBank.datePrefix,withdrawCategory.dateTitle"
審核中,,Under review,,อยู่ระหว่างการตรวจสอบ,,,,,,,,,Đang thẩm hạch,,,"paymentHistory.statusAudit,paymentHistory.orderStatusWithdrawAudit,agentUserPaymentHistoryList.orderStatusWithdrawAudit,accountPaymentManager.statusAudit"
等待,,Pending,,รอดำเนินการ,,,,,,,,,Chờ đợi,,,paymentHistory.statusWait
完成,,Completed,,เสร็จสมบูรณ์,,,,,,,,,Hoàn thành,,,"paymentHistory.statusSuccess,keyboardInputAction.complete"
失敗,,Failed,,ล้มเหลว,,,,,,,,,Không thành công,,,paymentHistory.statusFail
入金,,Deposit,,เงินฝาก,,,,,,,,,Nhập tiền,,,"paymentHistory.typeDeposit,agentUserPaymentHistoryList.deposit"
尚無出入金紀錄,,No deposit or withdrawal record yet,,ยังไม่มีประวัติการฝากถอน,,,,,,,,,Không có ghi chép xuất nhập tiền,,,paymentHistory.historyEmptyTip
獲取資料時發生錯誤,,An error occurred while obtaining information.,,เกิดข้อผิดพลาดขณะรับข้อมูล,,,,,,,,,Phát sinh lỗi khi nhận dữ liệu,,,paymentHistory.historyErrorTip
處理中,,Processing,,กำลังประมวลผล,,,,,,,,,Đang xử lý,,,"paymentHistory.orderStatusFail,paymentHistory.orderStatusDepositAudit,paymentHistory.orderStatusWithdrawHandle,agentUserPaymentHistoryList.orderStatusFail,agentUserPaymentHistoryList.orderStatusDepositAudit,agentUserPaymentHistoryList.orderStatusWithdrawHandle"
入金成功,,Fund deposited successfully,,ฝากเงินสำเร็จ,,,,,,,,,Nhập tiền thành công,,,"paymentHistory.orderStatusDepositSuccess,agentUserPaymentHistoryList.orderStatusDepositSuccess"
出金成功,,Fund withdrawn successfully,,ถอนเงินสำเร็จ,,,,,,,,,Xuất tiền thành công,,,"paymentHistory.orderStatusWithdrawSuccess,agentUserPaymentHistoryList.orderStatusWithdrawSuccess"
未支付,,Unpaid,,ค้างชำระ,,,,,,,,,Chưa thanh toán,,,"paymentHistory.orderStatusDepositWaitPay,agentUserPaymentHistoryList.orderStatusDepositWaitPay"
審核失敗,,Review failed,,การตรวจสอบล้มเหลว,,,,,,,,,Thẩm hạch không thành công,,,"paymentHistory.orderStatusWithdrawReject,agentUserPaymentHistoryList.orderStatusWithdrawReject"
審核時間,,Review Time,,เวลาตรวจสอบ,,,,,,,,,Thời gian thẩm hạch,,,paymentHistory.filterPopup.applyTimeTitle
入金金額區間：{unit} {range},,Deposit amount range: {unit} {range},,ช่วงจำนวนเงินฝาก: {unit} {range},,,,,,,,,Khoảng thời gian số nhập tiền: {unit} {range},,,"withdraw.withdrawPriceRangeTip,paymentBank.paymentPriceRangeTip"
餘額,,Balance,,สมดุล,,,,,,,,,Số dư,,,withdraw.balanceTitle
全部取出,,Withdraw All,,ถอนทั้งหมด,,,,,,,,,Lấy ra toàn bộ,,,withdraw.withdrawAll
代理-出入金詳情列表,,Agent-List of Deposit and Withdrawal Details,,รายละเอียดการฝากและถอนของตัวแทน,,,,,,,,,Đại lý – Bảng liệt kê chi tiết xuất nhập tiền,,,agentUserPaymentHistoryList.nameDescription
實時盈虧,,Real-time Profit or Loss,,กำไรหรือขาดทุนตามเวลาจริง,,,,,,,,,Lãi lỗ thời gian thực,,,accountTransaction.dynamicProfitLoss
已平倉,,The position has been closed.,,ตำแหน่งถูกปิด,,,,,,,,,Đã ở vị thế thanh lý,,,"accountTransaction.tabHistory,transactionHistoryDetail.orderTag"
開倉價以高到低,,Open Price from High to Low,,ราคาเปิดจากสูงไปต่ำ,,,,,,,,,Giá mất một vị trí từ cao đến thấp,,,accountTransaction.positionSortUp2Down
開倉價以低到高,,Open Price from Low to High,,ราคาเปิดจากต่ำไปสูง,,,,,,,,,Giá mất một vị trí từ thấp đến cao,,,accountTransaction.positionSortDown2Up
最久開倉時間,,Longest Opening Time,,เวลาเปิดทำการนานที่สุด,,,,,,,,,Thời gian mất một vị trí lâu nhất,,,accountTransaction.positionSortOld2New
最近開倉時間,,Latest Opening Time,,เวลาเปิดทำการล่าสุด,,,,,,,,,Thời gian mất một vị trí gần nhất,,,accountTransaction.positionSortNew2Old
時間-上,,Time-up,,เวลา-ขึ้น,,,,,,,,,Thời gian - Trên,,,accountTransaction.sortTimeUp
時間-下,,Time-down,,เวลา-ลง,,,,,,,,,Thời gian – Dưới,,,accountTransaction.sortTimeDown
開倉價-上,,Open Price-up,,เปิดราคาขึ้น,,,,,,,,,Giá mất một vị trí – Trên,,,accountTransaction.sortPriceUp
開倉價-下,,Open Price-Down,,เปิดราคา-ลง,,,,,,,,,Giá mất một vị trí – Dưới,,,accountTransaction.sortPriceDown
模擬帳戶,,Demo Account,,บัญชีทดลอง,,,,,,,,,Tài khoản mô phỏng,,,accountTransaction.accountSimulation
真實帳戶,,Real Account,,บัญชีจริง,,,,,,,,,Tài khoản thực,,,accountTransaction.accountReal
動態權益,,Dynamic Equity,,หุ้นไดนามิก,,,,,,,,,Quyền lợi động thái,,,accountTransaction.dynamicFunds
