zh_TW,zh-CN,en-En,en手動調整,th-TH,泰文字數,建議字數,jp-JP,日文字數,建議字數,kr-KR,韓文字數,建議字數,vn-VN,越文字數,建議字數,jsonKey
推薦碼,推荐码,Referral Code,,รหัสคำแนะนำ,,3,推奨コード,,3,추천 코드,,4,Mã giới thiệu,,6,"menu.referralCode,accountData.referralCodeTitle,agentSetting.agentReferralCode,agentUser.filterPopup.recommendedCode,agentReferralCode.appBarTitle,referralCodeBind.inputTitle,agentReferralUserList.recommendedCode"
交易設定,交易设定,Transaction Settings,,การตั้งค่าธุรกรรม,,4,トランザクション設定,,4,거래 설정,,5,Cài đặt giao dịch,,9,"menu.transactionSetting,agentSetting.transactionSetting,agentTransactionSetting.appBarTitle"
買入,买入,Buy,,ซื้อ,,2,買う,,2,구입하다,,2,Mua,,4,"agentFundingPositionsList.buyingTitle,agentFundingPositionsDetail.buyingTitle,common.buyIn"
賣出,卖出,Sell,,ขาย,,2,売る,,2,팔다,,2,Bán,,4,"agentFundingPositionsList.sellTitle,agentFundingPositionsDetail.sellTitle,common.sellOut"
槓桿設定,杠杆设定,Leverage Settings,,การตั้งค่าเลเวอเรจ,,4,設定を活用します,,4,설정을 활용하십시오,,5,Cài đặt đòn bẩy,,9,"agentFundingPositionsList.leverageSettingTitle,agentFundingPositionsDetail.leverageSettingTitle,agentFundingDetails.filterPopup.leverageSettingTitle"
總盈虧,总盈亏,Total Profit or Loss,,กำไรและขาดทุนรวม,,3,総利益と損失,,3,총 이익과 손실,,4,Tổng lãi và lỗ,,6,"agentFundingPositionsList.generalProfit,agentFundingPositionsDetail.generalProfit,agentFundingDetails.filterPopup.openingFilterGeneralProfit"
開倉價,开仓价,Open Price,,ราคาเปิด,,3,オープニング価格,,3,오프닝 가격,,4,Giá mở,,6,"agentFundingPositionsList.openingPriceTitle,positions.openPositionPrice,transactionHistoryDetail.openPositionPriceTitle,orders.openPriceTitle"
止盈價格,止盈价格,Take Profit Price,,ราคากำไร,,4,利益価格,,4,이익 가격,,5,Giá lợi nhuận,,9,"agentFundingPositionsList.stopProfitPrice,agentFundingPositionsDetail.stopProfitPrice"
止損價格,止损价格,Stop Loss Price,,หยุดราคาขาดทุน,,4,損失価格を停止します,,4,손실 가격을 중지하십시오,,5,Ngừng mất giá,,9,"agentFundingPositionsList.stopLossPrice,agentFundingPositionsDetail.stopLossPrice"
立即成交,立即成交,Immediate transaction,,โดยทันที,,4,すぐに,,4,즉시,,5,Ngay lập tức,,9,"agentFundingPositionsList.repairImmediatelyHint,agentFundingPositionsDetail.repairImmediatelyHint"
開倉保證金,开仓保证金,Opening Margin,,พันธะ,,5,つなぐ,,5,노예,,7,Liên kết,,11,"agentFundingPositionsList.openMarginTitle,agentFundingPositionsDetail.openMarginTitle"
複製,复制,Copy,,สำเนา,,2,コピー,,2,복사,,2,sao chép,,4,"agentFundingPositionsDetail.copyButton,agentReferralCodeList.copyButton,copyButton.title"
平倉時間,平仓时间,Closing Time,,เวลาวางตำแหน่ง,,4,ポジショニング時間,,4,포지셔닝 시간,,5,Thời gian định vị,,9,"agentFundingPositionsDetail.closingTimeTitle,transactionHistory.closePositionTime,transactionHistoryDetail.createDate,agentFundingDetails.filterPopup.closingTimeTitle"
開倉時間,开仓时间,Opening Time,,เวลาเปิด,,4,開始時間,,4,개봉 시간,,5,Thời gian mở cửa,,9,"agentFundingPositionsDetail.openingTimeTitle,agentFundingDetails.filterPopup.openingTimeTitle"
交易方向,交易方向,Trading Direction,,ทิศทางการทำธุรกรรม,,4,トランザクションの方向,,4,거래 방향,,5,Hướng giao dịch,,9,"agentFundingPositionsDetail.tradingDirectionTitle,agentFundingDetails.filterPopup.tradingDirectionTitle"
淨盈虧,净盈亏,Net Profit or Loss,,กำไรและขาดทุนสุทธิ,,3,純利益と損失,,3,순이익과 손실,,4,Lãi ròng,,6,"agentFundingPositionsDetail.netProfit,agentFundingDetails.filterPopup.openingFilterNetProfit"
資金明細,资金明细,Funds Details,,เงินทุนสำหรับเงินทุน,,4,資金明細,,4,자금을위한 자금,,5,Quỹ cho tiền,,9,"agentFundingPositionsDetail.appBarTitle,agentFundingDetails.appBarTitle,agentPaymentDetail.appBarTitle"
掛單,挂单,Orders,,วางสาย,,2,電話を切る,,2,끊다,,2,Treo lên,,4,"agentFundingPositionsDetail.hangingTitle,accountTransaction.tabOrder,futuresDetail.bottomSheet.accountOrder,orderDetail.openPositionChartTag,orderDetail.orderTag,orderDetail.orderChartTag,cancelOrderConfirmPopup.orderTag"
隔夜費,隔夜费,Overnight Funding,,ค่าธรรมเนียมค้างคืน,,3,一晩料金,,3,밤새 요금,,4,Phí qua đêm,,6,"agentFundingPositionsDetail.rolloverTitle,positionDetail.rollover,transactionHistoryDetail.rollover,futuresContract.rollover"
掛單價格,挂单价格,Order Price,,ราคาคำสั่งซื้อแขวน,,4,ハンギングオーダー価格,,4,교수형 주문 가격,,5,Giá đặt hàng,,9,"agentFundingPositionsDetail.hangingPriceTitle,orderDetail.orderPriceTitle,orderModify.accountOrderTitle"
開倉價格,开仓价格,Open Price,,ราคาเปิด,,4,オープニング価格,,4,오프닝 가격,,5,Giá mở,,9,"agentFundingPositionsDetail.openingPriceTitle,positionDetail.tableOpenPriceTitle,positionDetail.openPriceTitle,futuresTransaction.marketOrderPopup.openPrice,orderDetail.openingPriceTitle"
平倉價格,平仓价格,Closing Price,,ราคาตำแหน่ง,,4,ポジショニング価格,,4,포지셔닝 가격,,5,Giá định vị,,9,agentFundingPositionsDetail.closingPriceTitle
已複製,已复制,Copied,,สำเนา,,3,コピー,,3,복사,,4,Sao chép,,6,agentFundingPositionsDetail.copyToast
交易數量 (手),交易数量 (手),Quantity of Transaction (lots),,ปริมาณการซื้อขาย (มือ),,8,取引数量（手）,,7,거래 수량 (손),,9,Số lượng giao dịch (tay),,15,agentFundingPositionsDetail.quantityTransactionsTitle
成交價格,成交价格,Transaction Price,,ราคาดีล,,4,取引価格,,4,거래 가격,,5,Giá thỏa thuận,,9,agentFundingPositionsDetail.dealPriceTitle
下單時間,下单时间,Order Time,,เวลาสั่งซื้อ,,4,注文時間,,4,주문 시간,,5,thời gian phục vụ,,9,agentFundingPositionsDetail.orderTimeTitle
成交時間,成交时间,Transaction Time,,เวลาในการทำธุรกรรม,,4,トランザクション時間,,4,거래 시간,,5,Thời gian giao dịch,,9,agentFundingPositionsDetail.dealOrderTimeTitle
更新時間,更新时间,Update Time,,อัปเดตเวลา,,4,更新時間,,4,업데이트 시간,,5,Cập nhật thời gian,,9,agentFundingPositionsDetail.updateTimeTitle
持倉數量,持仓数量,Open Position,,จำนวนตำแหน่ง,,4,ポジション数,,4,위치 수,,5,Số vị trí,,9,agentFundingPositionsDetail.positionQuantityTitle
平倉原因,平仓原因,Closing Reason,,ตำแหน่งที่เหมาะสม,,4,合理的な位置,,4,합리적인 위치,,5,Vị trí hợp lý,,9,"agentFundingPositionsDetail.closingReasonTitle,transactionHistoryDetail.closePositionReason"
平倉,平仓,Close,,ของเหลว,,2,液体,,2,액체,,2,Chất lỏng,,4,"positions.closePosition,positionDetail.closePosition,agentFundingDetails.closePositionButton"
保證金,保证金,Margin,,เงินฝาก,,3,デポジット,,3,보증금,,4,Tiền gửi,,6,"positions.occupyMargin,accountTransaction.occupyMargin,walletAssetsPopup.margin,positionDetail.contractMargin,transactionHistoryDetail.contractMargin,futuresTransaction.marketOrderPopup.occupyMargin,futuresTransaction.limitOrderPopup.occupyMargin,orders.occupyMargin,orderDetail.margin"
訂單號,订单号,Order No,,หมายเลขสั่งซื้อ,,3,注文番号,,3,주문 번호,,4,Số đặt hàng,,6,"positions.transactionSerial,transactionHistory.transactionSerial,positionDetail.transactionSerial,transactionHistoryDetail.transactionSerial,orders.transactionSerialTitle,orderDetail.transactionSerial"
平倉成功,平仓成功,Position closed successfully,,การชำระบัญชีที่ประสบความสำเร็จ,,4,清算の成功,,4,성공적인 청산,,5,Thanh lý thành công,,9,"positions.closePositionSuccess,positionDetail.closePositionSuccess"
預估強平價,预估强平价,Estimated Forced Parity,,ความเท่าเทียมกันที่แข็งแกร่งโดยประมาณ,,5,推定強力なパリティ,,5,강한 패리티 추정,,7,Ước tính tương đương mạnh mẽ,,11,"positions.estimatedForcedParity,positionDetail.estimatedForcedParity,adjustmentMarginDescriptionPopup.content3"
全選,全选,Select All,,เลือกทั้งหมด,,2,すべて選択,,2,모두를 선택하십시오,,2,chọn tất cả,,4,"positions.selectAll,futuresCustomEdit.selectAll"
尚無持倉,尚无持仓,No open position yet,,ไม่มีคำสั่งแขวน,,4,ハンギングオーダーはありません,,4,교수형 주문이 없습니다,,5,Không có thứ tự treo,,9,"positions.emptyTip,futuresDetail.bottomSheet.positionEmptyTip,agentFundingPositions.emptyTip"
開始交易,开始交易,Start Trading,,เริ่มซื้อขาย,,4,取引を開始します,,4,거래를 시작하십시오,,5,Bắt đầu giao dịch,,9,"positions.emptyButton,orders.emptyButton"
重置,重置,Reset,,ยึดไว้,,2,差し押さえ,,2,repossess,,2,Repossess,,4,positions.resetSelect
批量平倉,批量平仓,Batch Close,,การปิดชุด,,4,バッチクロージャー,,4,배치 폐쇄,,5,Đóng cửa hàng loạt,,9,positions.closeMultiPosition
交易手數超過持有手數,交易手数超过持有手数,The number of trading lots exceeds that of lots held.,,จำนวนธุรกรรมเกินจำนวนผู้ถือ,,11,トランザクションの数は、所有者の数を超えています,,10,거래 수는 보유자 수를 초과합니다,,14,Số lượng giao dịch vượt quá số lượng người nắm giữ,,22,positions.closePositionLotsOutRange
確定平倉,确定平仓,Closed position confirmed,,กำหนดตำแหน่ง,,4,位置を決定します,,4,위치를 결정하십시오,,5,Xác định vị trí,,9,positions.isConfirmClosePosition
限時價,限时价,Limited Time Price,,ราคาเวลา จำกัด,,3,限られた時間の価格,,3,제한된 시간 가격,,4,Giá thời gian giới hạn,,6,positions.limitedTimePrice
當前價,当前价,Current Price,,ราคาปัจจุบัน,,3,現在の価格,,3,현재 가격,,4,Giá hiện tại,,6,"positions.lastPriceTitle,orders.lastPriceTitle,cancelOrderConfirmPopup.lastPrice"
止損,止损,Stop Loss,,หยุดการสูญเสีย,,2,停止損失,,2,손실을 중지하십시오,,2,Chặn đứng tổn thất,,4,"positions.stopLoss,common.stopLoss,orders.stopLoss"
止盈,止盈,Take Profit,,ทำกำไร,,2,利益を上げます,,2,이윤을 내다,,2,Tạo ra lợi nhuận,,4,"positions.stopProfit,common.stopProfit,orders.stopProfit"
尚無紀錄,尚无纪录,No record yet,,จำไม่ได้,,4,記録はありません,,4,어떤 기록도 없다,,5,Không nhớ,,9,transactionHistory.emptyTip
開始時間,开始时间,Start Time,,เวลาเริ่มต้น,,4,開始時間,,4,시작 시간,,5,Thời gian bắt đầu,,9,transactionHistory.dateRangeStartDefault
結束時間,结束时间,End Time,,เวลาสิ้นสุด,,4,終了時間,,4,종료 시간,,5,Thời gian kết thúc,,9,transactionHistory.dateRangeEndDefault
取消,取消,Cancel,,ยกเลิก,,2,キャンセル,,2,취소,,2,Hủy bỏ,,4,"agentUsersDetail.descriptionPopup.cancelButton,agentUserPaymentHistory.filterPopup.cancelButton,common.cancel,agentTransactionSettingList.descriptionPopup.cancelButton,agentProfitSharing.filterPopup.cancelButton,agentUser.filterPopup.cancelButton,agentFundingDetails.filterPopup.cancelButton,agentUserProfitSharingForm.filterPopup.cancelButton,agentReferralCodeList.descriptionPopup.cancelButton,agentProfitSharingSearch.cancel,agentUserSearch.cancel,agentReferralCodeSearch.cancel,agentReferralCodeFunctionPopup.cancelButton,editAgentReferralCode.descriptionPopup.cancelButton,addAgentReferralCodePopup.cancelButton,agentTransactionSettingSearch.cancel,agentFundingDetailsSearch.cancel"
刪除點差,删除点差,Delete Spread,,ลบความแตกต่างของจุด,,4,ポイントの違いを削除します,,4,포인트 차이를 삭제합니다,,5,Xóa khác biệt điểm,,9,"agentUsersDetail.descriptionPopup.deleteTitle,agentUsersDetail.descriptionPopup.deleteButton,agentTransactionSettingList.descriptionPopup.deleteTitle,agentTransactionSettingList.descriptionPopup.deleteButton,editAgentReferralCode.descriptionPopup.deleteTitle,editAgentReferralCode.descriptionPopup.deleteButton"
刪除該品項點差，將會導致用戶交易的點差回到預設點差，可能會影響您的利潤。\n\n確定要刪除點差嗎？,删除该品项点差，将会导致用户交易的点差回到预设点差，可能会影响您的利润。\n\n确定要删除点差吗？,"Deleting the spread of this item will cause the spread of the transaction to return to the default spread, which may affect your profits. \n\n Are you sure you want to delete the spread?",,การลบความแตกต่างระหว่างผลิตภัณฑ์นี้จะทำให้เกิดความแตกต่างของการทำธุรกรรมผู้ใช้ไปยังจุดที่ตั้งไว้ล่วงหน้าซึ่งอาจส่งผลต่อผลกำไรของคุณ \ n \ ninded เพื่อลบความแตกต่างของจุด?,,57,この製品間の違いを削除すると、ユーザートランザクションのポイント差がプリセットポイントの差までの差が生じ、利益に影響を与える可能性があります。 \ n \ポイントの違いを削除するようにしましたか？,,49,이 제품 간의 차이를 삭제하면 사용자 트랜잭션의 사전 설정 지점 차이의 포인트 차이가 발생하여 이익에 영향을 줄 수 있습니다. \ n \ NIDE가 포인트 차이를 삭제해야합니까?,,68,"Việc xóa sự khác biệt giữa sản phẩm này sẽ gây ra sự khác biệt điểm của giao dịch người dùng với chênh lệch điểm đặt trước, có thể ảnh hưởng đến lợi nhuận của bạn. \ n \ ninding để xóa sự khác biệt điểm?",,110,"agentUsersDetail.descriptionPopup.contentText,agentTransactionSettingList.descriptionPopup.contentText,editAgentReferralCode.descriptionPopup.contentText"
